4098,21/07/2018,The Equalizer 2,1,FALSE,FALSE
4098,20/07/2018,Mamma Mia! Here We Go Again,1,FALSE,FALSE
4301,20/07/2018,Mamma Mia! Here We Go Again,1,FALSE,FALSE
4275,15/07/2018,Hotel Transylvania 3: A Monster Vacation,1,FALSE,FALSE
4833,7/07/2018,Incredibles 2,1,FALSE,FALSE
4301,7/07/2018,Incredibles 2,1,FALSE,FALSE
4833,5/07/2018,Ant-Man and The Wasp,1,FALSE,FALSE
4301,5/07/2018,Ant-Man and The Wasp,1,FALSE,FALSE
4275,4/07/2018,Ant-Man and The Wasp,1,FALSE,FALSE
4098,4/07/2018,Ant-Man and The Wasp,1,FALSE,FALSE
4833,24/06/2018,Jurassic World: Fallen Kingdom,1,FALSE,FALSE
4301,24/06/2018,Jurassic World: Fallen Kingdom,1,FALSE,FALSE
4098,23/06/2018,Sicario: Day of the Soldado,1,FALSE,FALSE
4098,16/06/2018,Ocean's 8,5,FALSE,TRUE
4833,16/06/2018,Ocean's 8,5,FALSE,TRUE
4301,16/06/2018,Ocean's 8,5,FALSE,TRUE
4275,15/06/2018,Tag,1,FALSE,FALSE
4301,8/06/2018,Hereditary,1,FALSE,FALSE
4301,1/06/2018,Adrift,1,FALSE,FALSE
4833,25/05/2018,Solo: A Star Wars Story,1,FALSE,FALSE
4833,22/05/2018,Deadpool 2,1,FALSE,FALSE
4275,22/05/2018,Deadpool 2,1,FALSE,FALSE
4098,22/05/2018,Deadpool 2,1,FALSE,FALSE
4275,21/05/2018,The Guernsey Literary and Potato Peel Pie Society,1,FALSE,FALSE
4275,18/05/2018,Show Dogs ,1,FALSE,FALSE
4275,16/05/2018,Love Simon,1,FALSE,FALSE
4098,13/05/2018,Life of the Party,1,FALSE,FALSE
4098,5/05/2018,Tully,1,FALSE,FALSE
4098,23/04/2018,Peter Rabbit,1,FALSE,FALSE
4098,20/04/2018,I Feel Pretty,1,FALSE,FALSE
4275,19/04/2018,Peter Rabbit,1,FALSE,FALSE
4833,13/04/2018,Rampage,1,FALSE,FALSE
4833,2/04/2018,Early Man,1,FALSE,FALSE
4301,2/04/2018,Early Man,1,FALSE,FALSE
4833,30/03/2018,Ready Player One,1,FALSE,FALSE
4301,30/03/2018,Ready Player One,1,FALSE,FALSE
4833,25/03/2018,A Wrinkle in Time,1,FALSE,FALSE
4301,25/03/2018,A Wrinkle in Time,1,FALSE,FALSE
4833,23/03/2018,Pacific Rim: Uprising,7,TRUE,TRUE
4301,16/03/2018,Tomb Raider,1,FALSE,FALSE
4833,16/03/2018,Tomb Raider,1,FALSE,FALSE
4301,3/03/2018,Red Sparrow,1,FALSE,FALSE
4301,2/03/2018,Death Wish,1,FALSE,FALSE
4098,23/02/2018,Black Panther,1,FALSE,FALSE
4275,23/02/2018,Black Panther,1,FALSE,FALSE
4833,23/02/2018,Black Panther,1,FALSE,FALSE
4833,29/01/2018,Maze Runner: The Death Cure,1,FALSE,FALSE
4833,1/01/2018,Jumanji: Welcome to the Jungle,3,TRUE,FALSE
4301,1/01/2018,Jumanji: Welcome to the Jungle,3,TRUE,FALSE
4833,27/12/2017,Thor: Ragnarok,1,FALSE,FALSE
4301,27/12/2017,Thor: Ragnarok,1,FALSE,FALSE
4833,26/12/2017,The Greatest Showman,5,FALSE,TRUE
4833,17/12/2017,Paddington 2,1,FALSE,FALSE
4833,8/12/2017,Coco with Olaf's Frozen Adventure,1,FALSE,FALSE
4833,17/11/2017,Justice League,5,FALSE,TRUE
4833,12/11/2017,Murder on the Orient Express,1,FALSE,FALSE
4833,27/10/2017,Thor: Ragnarok,3,TRUE,FALSE
4833,18/10/2017,Kingsman: The Golden Circle,1,FALSE,FALSE
4833,5/10/2017,Blade Runner 2049,5,FALSE,TRUE
4275,5/10/2017,Blade Runner 2049,5,FALSE,TRUE
4098,5/10/2017,Blade Runner 2049,5,FALSE,TRUE
4275,12/09/2017,IT,5,FALSE,TRUE
4833,17/08/2017,The Dark Tower,1,FALSE,FALSE
4301,17/08/2017,The Dark Tower,1,FALSE,FALSE
4275,17/08/2017,The Dark Tower,1,FALSE,FALSE
4833,9/08/2017,Valerian and the City of a Thousand Planets,3,TRUE,FALSE
4301,9/08/2017,Valerian and the City of a Thousand Planets,3,TRUE,FALSE
4275,9/08/2017,Valerian and the City of a Thousand Planets,3,TRUE,FALSE
4833,6/08/2017,Atomic Blonde,1,FALSE,FALSE
4833,4/08/2017,Baby Driver,1,FALSE,FALSE
4098,15/07/2017,War for the Planet of the Apes,1,FALSE,FALSE
4833,13/07/2017,War for the Planet of the Apes,1,FALSE,FALSE
4275,13/07/2017,War for the Planet of the Apes,7,TRUE,TRUE
4301,13/07/2017,War for the Planet of the Apes,3,TRUE,FALSE
4275,7/07/2017,Spiderman: Homecoming,1,FALSE,FALSE
4098,6/07/2017,Spiderman: Homecoming,1,FALSE,FALSE
4275,6/07/2017,Despicable Me 3,5,FALSE,TRUE
4301,4/07/2017,Cars 3,1,FALSE,FALSE
4275,3/07/2017,Cars 3,1,FALSE,FALSE
4482,1/07/2017,Despicable Me 3,1,FALSE,FALSE
4833,30/06/2017,Transformers: The Last Knight,1,FALSE,FALSE
4833,30/06/2017,3D Transformers: The Last Knight,7,TRUE,TRUE
4098,22/06/2017,McLaren,1,FALSE,FALSE
4275,21/06/2017,3D Transformers: The Last Knight,7,TRUE,TRUE
4301,21/06/2017,3D Transformers: The Last Knight,3,TRUE,FALSE
4098,21/06/2017,3D Transformers: The Last Knight,7,TRUE,TRUE
4275,17/06/2017,Viceroy's House,1,FALSE,FALSE
4275,16/06/2017,Rise of the Planet of the Apes,5,FALSE,TRUE
4301,16/06/2017,Alien: Covenant,1,FALSE,FALSE
4275,16/06/2017,Alien: Covenant,1,FALSE,FALSE
4833,15/06/2017,The Mummy,1,FALSE,FALSE
4275,15/06/2017,The Zookeeper's Wife,3,TRUE,FALSE
4301,15/06/2017,The Shack,1,FALSE,FALSE
4275,10/06/2017,All Eyez On Me,1,FALSE,FALSE
4301,10/06/2017,Rough Night,1,FALSE,FALSE
4275,9/06/2017,Pirates of The Caribbean: Dead Men Tell No Tales,1,FALSE,FALSE
4301,9/06/2017,3D Transformers: The Last Knight,3,TRUE,FALSE
4833,8/06/2017,Pirates of The Caribbean: Dead Men Tell No Tales,5,FALSE,TRUE
4275,8/06/2017,Tubelight,1,FALSE,FALSE
4301,8/06/2017,The Mummy,1,FALSE,FALSE
4275,3/06/2017,The Time of Their Lives,1,FALSE,FALSE
4301,2/06/2017,Wonder Woman,1,FALSE,FALSE
4833,1/06/2017,Wonder Woman,1,FALSE,FALSE
4275,1/06/2017,3D Guardians of the Galaxy Vol. 2,3,TRUE,FALSE
4833,28/04/2017,Beauty and the Beast,1,FALSE,FALSE
4833,2/04/2017,The LEGO Batman Movie,1,FALSE,FALSE
4833,31/03/2017,Ghost in the Shell,1,FALSE,FALSE
4833,5/03/2017,Logan,1,FALSE,FALSE
4833,11/02/2017,Hidden Figures,1,FALSE,FALSE
4833,19/01/2017,Moana,5,FALSE,TRUE
4833,4/01/2017,Assassin's Creed,1,FALSE,FALSE
4833,2/01/2017,Passengers,1,FALSE,FALSE
4833,18/12/2016,3D Rogue One: A Star Wars Story,3,TRUE,FALSE
4275,14/12/2016,Eye in the Sky,5,FALSE,TRUE
4833,4/12/2016,Underworld: Blood Wars,1,FALSE,FALSE
4833,19/11/2016,Fantastic Beasts and Where to Find Them,1,FALSE,FALSE
4833,15/11/2016,Arrival,1,FALSE,FALSE
4833,1/11/2016,Doctor Strange,5,FALSE,TRUE
4301,1/11/2016,Doctor Strange,7,TRUE,TRUE
4301,29/10/2016,Jack Reacher: Never Go Back,1,FALSE,FALSE
4275,26/10/2016,The Girl on the Train,1,FALSE,FALSE
4833,24/10/2016,Jack Reacher: Never Go Back,1,FALSE,FALSE
4275,24/10/2016,Jack Reacher: Never Go Back,1,FALSE,FALSE
4833,23/10/2016,The Girl on the Train,1,FALSE,FALSE
4301,21/10/2016,The Girl on the Train,1,FALSE,FALSE
4301,2/10/2016,Miss Peregrine's Home For Peculiar Children,3,TRUE,FALSE
4833,30/09/2016,Miss Peregrine's Home For Peculiar Children,1,FALSE,FALSE
4275,30/09/2016,Miss Peregrine's Home For Peculiar Children,3,TRUE,FALSE
4301,15/09/2016,Pete's Dragon,1,FALSE,FALSE
4833,11/09/2016,Pete's Dragon,1,FALSE,FALSE
4275,11/09/2016,Pete's Dragon,1,FALSE,FALSE
4833,21/08/2016,Kubo and the Two Strings,1,FALSE,FALSE
4833,21/08/2016,Kubo and the Two Strings,1,FALSE,FALSE
4301,20/08/2016,Kubo and the Two Strings,1,FALSE,FALSE
4098,13/08/2016,Nocturnal Animals,1,FALSE,FALSE
4275,12/08/2016,The Salesman,1,FALSE,FALSE
4833,10/08/2016,Jason Bourne,1,FALSE,FALSE
4833,7/08/2016,Suicide Squad,5,FALSE,TRUE
4764,31/07/2016,The BFG,1,FALSE,FALSE
4301,27/07/2016,Star Trek Beyond,7,TRUE,TRUE
4275,27/07/2016,Star Trek Beyond,7,TRUE,TRUE
4301,26/07/2016,Ghostbusters,3,TRUE,FALSE
4275,25/07/2016,Ghostbusters,7,TRUE,TRUE
4833,24/07/2016,Star Trek Beyond,1,FALSE,FALSE
4833,23/07/2016,Ghostbusters,1,FALSE,FALSE
4301,22/07/2016,Furious 7,1,FALSE,FALSE
4301,27/06/2016,Room,1,FALSE,FALSE
4098,1/06/2016,A Bigger Splash,1,FALSE,FALSE
4833,26/05/2016,Alice Through the Looking Glass,1,FALSE,FALSE
4833,26/05/2016,The Revenant,5,FALSE,TRUE
4833,19/05/2016,3D X-Men: Apocalypse,3,TRUE,FALSE
4833,5/05/2016,3D Captain America 3 Civil War,7,TRUE,TRUE
4833,1/05/2016,Eddie The Eagle,5,FALSE,TRUE
4098,29/04/2016,Whisky Tango Foxtrot,1,FALSE,FALSE
4098,26/04/2016,The Lady in the Van,1,FALSE,FALSE
4833,14/04/2016,The Huntsman Winter's War,1,FALSE,FALSE
4833,4/04/2016,The Divergent Series: Allegiant,1,FALSE,FALSE
4833,30/03/2016,Hunt for the Wilderpeople,1,FALSE,FALSE
4301,30/03/2016,Hunt for the Wilderpeople,1,FALSE,FALSE
4833,28/03/2016,Zootopia,1,FALSE,FALSE
4301,28/03/2016,Zootopia,1,FALSE,FALSE
4833,26/03/2016,3D Batman Vs Superman Dawn Of Justice,3,TRUE,FALSE
4833,19/03/2016,London Has Fallen,1,FALSE,FALSE
4833,5/03/2016,Hail Caesar!,1,FALSE,FALSE
4833,25/02/2016,The Lady in the Van,5,FALSE,TRUE
4098,25/02/2016,The Nice Guys,1,FALSE,FALSE
4833,19/02/2016,Dad's Army,1,FALSE,FALSE
4833,12/02/2016,Deadpool,1,FALSE,FALSE
4275,25/01/2016,Green Room,1,FALSE,FALSE
4098,21/01/2016,The 5th Wave,1,FALSE,FALSE
4833,14/01/2016,The 5th Wave,1,FALSE,FALSE
4275,27/12/2015,The Ground We Won,3,TRUE,FALSE
4275,20/12/2015,That Sugar Film,3,TRUE,FALSE
4301,16/12/2015,The Left Ear,1,FALSE,FALSE
4098,15/12/2015,The Merry Widow (Met Opera),3,TRUE,FALSE
4833,11/11/2015,Spectre,3,TRUE,FALSE
4275,8/11/2015,Piku,3,TRUE,FALSE
4098,20/10/2015,Gabbar in Back,1,FALSE,FALSE
4833,17/10/2015,Pan,1,FALSE,FALSE
4098,6/10/2015,It Follows,7,TRUE,TRUE
4833,4/10/2015,3D The Martian,7,TRUE,TRUE
4833,29/09/2015,Roger Waters The Wall,1,FALSE,FALSE
4098,25/09/2015,The Second Best Exotic Marigold Hotel,1,FALSE,FALSE
4833,11/09/2015,Maze Runner: The Scorch Trials,1,FALSE,FALSE
4833,6/09/2015,Pixels,1,FALSE,FALSE
4275,21/08/2015,Pitch Perfect 2,1,FALSE,FALSE
4833,20/08/2015,Hitman: Agent 47,1,FALSE,FALSE
4833,13/08/2015,The Man from U.N.C.L.E.,1,FALSE,FALSE
4275,8/08/2015,The Longest Ride,1,FALSE,FALSE
4833,6/08/2015,Fantastic Four,1,FALSE,FALSE
4833,1/08/2015,Mission: Impossible - Rogue Nation,1,FALSE,FALSE
4275,1/08/2015,Dior and I,1,FALSE,FALSE
4275,20/07/2015,Avengers: Age of Ultron,1,FALSE,FALSE
4301,19/07/2015,Woman in Gold,1,FALSE,FALSE
4275,17/07/2015,Furious 7,3,TRUE,FALSE
4833,16/07/2015,3D Ant-Man,3,TRUE,FALSE
4833,2/07/2015,Terminator: Genisys,1,FALSE,FALSE
4833,25/06/2015,Minions,1,FALSE,FALSE
4833,18/06/2015,Hot Pursuit,5,FALSE,TRUE
4301,15/06/2015,A Royal Night Out,1,FALSE,FALSE
4833,11/06/2015,3D Jurassic World,3,TRUE,FALSE
4833,10/06/2015,Mad Max: Fury Road,1,FALSE,FALSE
4833,7/06/2015,3D San Andreas,7,TRUE,TRUE
4275,7/06/2015,Boychoir,3,TRUE,FALSE
4301,1/06/2015,Paper Planes,3,TRUE,FALSE
4275,22/05/2015,Cobain: Montage of Heck,3,TRUE,FALSE
4301,20/04/2015,The Gunman,3,TRUE,FALSE
4275,10/04/2015,The Age of Adaline,1,FALSE,FALSE
4301,22/03/2015,Cinderella,1,FALSE,FALSE
4275,11/03/2015,Testament of Youth,1,FALSE,FALSE
